index,ROA(C) before interest and depreciation before interest,ROA(A) before interest and % after tax,ROA(B) before interest and depreciation after tax,Operating Gross Margin,Realized Sales Gross Margin,Operating Profit Rate,Pre-tax net Interest Rate,After-tax net Interest Rate,Non-industry income and expenditure/revenue,Continuous interest rate (after tax),Operating Expense Rate,Research and development expense rate,Cash flow rate,Interest-bearing debt interest rate,Tax rate (A),Net Value Per Share (B),Net Value Per Share (A),Net Value Per Share (C),Persistent EPS in the Last Four Seasons,Cash Flow Per Share,Revenue Per Share (Yuan ¥),Operating Profit Per Share (Yuan ¥),Per Share Net profit before tax (Yuan ¥),Realized Sales Gross Profit Growth Rate,Operating Profit Growth Rate,After-tax Net Profit Growth Rate,Regular Net Profit Growth Rate,Continuous Net Profit Growth Rate,Total Asset Growth Rate,Net Value Growth Rate,Total Asset Return Growth Rate Ratio,Cash Reinvestment %,Current Ratio,Quick Ratio,Interest Expense Ratio,Total debt/Total net worth,Debt ratio %,Net worth/Assets,Long-term fund suitability ratio (A),Borrowing dependency,Contingent liabilities/Net worth,Operating profit/Paid-in capital,Net profit before tax/Paid-in capital,Inventory and accounts receivable/Net value,Total Asset Turnover,Accounts Receivable Turnover,Average Collection Days,Inventory Turnover Rate (times),Fixed Assets Turnover Frequency,Net Worth Turnover Rate (times),Revenue per person,Operating profit per person,Allocation rate per person,Working Capital to Total Assets,Quick Assets/Total Assets,Current Assets/Total Assets,Cash/Total Assets,Quick Assets/Current Liability,Cash/Current Liability,Current Liability to Assets,Operating Funds to Liability,Inventory/Working Capital,Inventory/Current Liability,Current Liabilities/Liability,Working Capital/Equity,Current Liabilities/Equity,Long-term Liability to Current Assets,Retained Earnings to Total Assets,Total income/Total expense,Total expense/Assets,Current Asset Turnover Rate,Quick Asset Turnover Rate,Working capitcal Turnover Rate,Cash Turnover Rate,Cash Flow to Sales,Fixed Assets to Assets,Current Liability to Liability,Current Liability to Equity,Equity to Long-term Liability,Cash Flow to Total Assets,Cash Flow to Liability,CFO to Assets,Cash Flow to Equity,Current Liability to Current Assets,Liability-Assets Flag,Net Income to Total Assets,Total assets to GNP price,No-credit Interval,Gross Profit to Sales,Net Income to Stockholder's Equity,Liability to Equity,Degree of Financial Leverage (DFL),Interest Coverage Ratio (Interest expense to EBIT),Net Income Flag,Equity to Liability
Operating Profit Growth Rate,0.4242745244968819,0.4216495270966811,0.4298169040384469,0.27481606332379765,0.27286033953986816,0.4471125204858536,0.3538185431818195,0.35475876997379574,0.05134326590647582,0.365010044958601,0.011203428675824464,0.02723177433933632,0.08860077636760486,-0.001564139714726234,0.19856314571611464,0.13847980859098477,0.13852378849280972,0.13852507695535374,0.402141927572096,0.13614675476057503,0.1708110591520458,0.4665032856182513,0.39866413912884757,0.8533003070024591,1.0,0.7292623983784892,0.7317877958124246,0.7760510257194875,0.090450258413218,0.43486746574238483,0.7188556129644155,0.16013861910831653,0.05864327292137915,0.06562718272243437,0.225166665957497,0.01603404038594403,0.016887384525912534,-0.016887384525912534,0.04465016277894649,-0.05770664954223282,-0.07612122191317691,0.46683848448579446,0.39318341688009073,0.08999518139944654,0.19838612022353025,0.1152601710092033,-0.12219650885388919,-0.039674428002646894,-0.012066891284070506,0.18611969682615145,0.0712738450588707,0.430018914445446,-0.06864019863316267,0.10959288799677912,0.11816399709869924,0.13203877930249014,0.0672693145582752,0.05616973011180126,0.02677199592796304,0.055256616930224545,0.09751518849003271,0.027681898726147132,0.017291444595348343,0.05203749665327209,0.1274509788103442,0.04547922427296875,-0.03023399080273862,0.24380355536766407,0.37162952693898055,-0.04192908239007778,-0.06457906744203362,-0.015035515318175928,0.03981297139996222,-0.0008916739080385297,0.1483091589582145,-0.04747381105162352,0.05203749665327209,0.04547922427296875,-0.013891189613268642,0.16376896656747036,0.1516230814345589,0.11887754414031132,0.16771815738163806,-0.05864293114619718,,0.3999296348272641,-0.04910985799950604,0.041391740166127636,0.27480851292962355,0.4243111676740934,0.019063342925877236,0.24106594168972598,0.22387959503378707,,-0.01688869072261022
After-tax Net Profit Growth Rate,0.46516762806744333,0.5149962812185787,0.48115404088668245,0.2406384150752969,0.23860634177537113,0.3816132381981252,0.45796379198429116,0.47250221689573824,0.3004762620105658,0.44005348449570086,-0.0007286105232778047,0.03310168447011743,0.09675635097425296,-0.005634213434473724,0.2043076997403985,0.19245218731576463,0.19244419090508225,0.19235909849559252,0.4597898943502158,0.14251360144376726,0.16398370093068027,0.40236223376020686,0.4789970497175282,0.6681151020746469,0.7292623983784892,1.0,0.9968167171395285,0.9189188714168156,0.1049318840192924,0.5324545948755026,0.9054422758509467,0.16609542750633757,0.07791280465782878,0.09564845429882035,0.27371826147005573,-0.02426543931182576,-0.023577795396852126,0.023577795396852126,0.04937227481590197,-0.09617696100374257,-0.07316073545821998,0.4021442381486759,0.4731525707944806,0.046224564868738445,0.18563816350505885,0.08697375830055355,-0.09188474919144467,-0.03957945017115405,-0.025300171789441373,0.16776357625449093,0.03676720943487941,0.35101262254282745,-0.07722169527638499,0.11270803652132554,0.1181831462703989,0.10756744715477733,0.0820199211144838,0.08327358679270545,0.046682092560483224,0.01768005315811851,0.10351149626168274,0.004366524344664954,-0.005037817617057188,0.04366315813266354,0.11838089885299492,0.0038118476861486736,-0.03701869033500531,0.3107894498576538,0.4773813735029064,-0.10533163596652474,-0.05335023209109744,-0.011798701288488242,0.0472009038215535,-0.013857616348421416,0.17198063494258906,-0.044899765057519025,0.04366315813266354,0.0038118476861486736,-0.0361134125845187,0.18301625516413056,0.169737575953055,0.12074084805103495,0.18705792822060538,-0.07791332574815127,,0.4951532804076033,-0.038605225129190235,0.06938143401960123,0.24062981126527314,0.515189685666569,-0.020893060695632147,0.30337278793433364,0.26898724490174825,,0.02357760411659393
Regular Net Profit Growth Rate,0.46429829554148133,0.5149107132521121,0.4802680138514663,0.2393962995940292,0.23735920967591684,0.38099600217975166,0.45786331757143556,0.4705831014840295,0.3002824021035043,0.4395676658946431,0.0016432484211776946,0.0314684205685482,0.0957522198488987,-0.005642537339002021,0.20222851821874316,0.19027208541773802,0.19026251599396815,0.19018560154851682,0.4592072490119891,0.14025909612460002,0.16238481024125132,0.40168095693177347,0.4787073976580711,0.6699240278769698,0.7317877958124246,0.9968167171395285,1.0,0.9216048189838202,0.10480474949989309,0.5311575957710563,0.9084607276950812,0.16366792041851627,0.07737738336697535,0.09451887110365921,0.27218583400989915,-0.02380224508981258,-0.02311326066483408,0.02311326066483408,0.05150024348923925,-0.09537314059648554,-0.07330377367285029,0.4014612862007373,0.472801652596228,0.046544489006030185,0.1842902146983335,0.08759395170305753,-0.09250150743663489,-0.040068536058575265,-0.023692950513582296,0.1666878220435671,0.03816963937244577,0.35130425218606437,-0.07659583921309922,0.11197779846782496,0.11559048218862943,0.10662830402378906,0.08067751828456733,0.08196489213287303,0.047231957566012554,0.016802667628598736,0.10199795403099816,0.004559985131705994,-0.003526046528515154,0.04193053012803124,0.11825974684333393,0.003397101092999968,-0.0368342280847793,0.30856744221872695,0.4761234206328328,-0.10768803156835362,-0.05163629703762494,-0.009351230419466434,0.04693577905359677,-0.015856731511997,0.17185640376047778,-0.04684612023766726,0.04193053012803124,0.003397101092999968,-0.035068141321418465,0.18259518262206492,0.169532351980847,0.1185970897405438,0.1864887162352278,-0.07737796960219177,,0.4928778382479434,-0.037885525559275685,0.06751590533658754,0.23938685576826163,0.513017945308818,-0.02043376886334902,0.3016867234871098,0.2673945349409673,,0.02311304217102369
Continuous Net Profit Growth Rate,0.4720196300531457,0.4824961493018643,0.4896753452817819,0.24192403560524725,0.23946575734661674,0.38547742566105186,0.422046559743806,0.43213122113643004,0.23602594487725145,0.44938378737182555,-0.0030503321148682067,0.03362447293392508,0.09219226988299127,-0.0017354452381420154,0.1948336492018593,0.17243091071263666,0.1723395910861747,0.1718638120545995,0.46809262224322595,0.1408990552724159,0.16068387133878467,0.40906401917812324,0.45105166007753394,0.6993119148644186,0.7760510257194875,0.9189188714168156,0.9216048189838202,1.0,0.0923427179560686,0.500309824592428,0.8549898196947731,0.1671448113287137,0.05805978764995542,0.07425788878076889,0.2566473096791266,-0.009764915131677434,-0.009451203855167012,0.009451203855167012,0.04642394238453267,-0.07985217777320658,-0.06312018725123274,0.40885388506957776,0.4451999411427491,0.05882041346024694,0.18105109767103647,0.0894687568251096,-0.09449243014631216,-0.03165736819448935,-0.020887998784156033,0.1688729087812444,0.04359382417047353,0.35806348869924765,-0.06753448819558118,0.09708782412345712,0.10454413447897326,0.10347255564541798,0.06810588022559962,0.061720066578234783,0.03180137302479292,0.03422632456749488,0.10157361416499375,0.01432455815520546,-0.001622373753498543,0.046442975764856786,0.10724983612162327,0.02206842264571694,-0.03793200032212023,0.28828908973888057,0.4427350456964375,-0.10037442037800698,-0.056501736908344084,-0.010844536704860392,0.03404165841332456,-0.004818297544845623,0.1614564882264514,-0.045263140128792755,0.046442975764856786,0.02206842264571694,-0.033928102294942544,0.17297254913109036,0.1604990381425906,0.12017776250089098,0.17682108158644805,-0.058060511121219634,,0.4605876829079956,-0.03017986963207562,0.05614238115872936,0.24191527071248933,0.4826946429522749,-0.006786660243967208,0.2770396572357477,0.2515504021290522,,0.009451849944408126
Total Asset Growth Rate,0.20914436922799773,0.22103195845870308,0.21020197065892968,0.1244475867876176,0.12449140982403759,0.20371730085268805,0.22467512455305133,0.22237783276715536,0.13601983605519552,0.21050487538090187,-0.021353787034265707,0.047446146375929074,0.07910017113201916,-0.03600834180850887,0.16328699802286167,0.16273221966059007,0.1624134484802607,0.1627076729746689,0.20996182088269555,0.09385241963070276,0.07485195931013156,0.20074201967557712,0.21167979667665296,0.0823945938574739,0.090450258413218,0.1049318840192924,0.10480474949989309,0.0923427179560686,1.0,0.15961365957829948,0.08509877388944584,0.06172441021097899,0.01955069393080193,0.041354986282348814,0.1377640771420707,-0.030902481940946337,-0.030087876236728994,0.030087876236728994,0.0003554912777442692,-0.03386350854965565,0.02127994383240918,0.20238088913818378,0.22093881213059452,0.015044811223545125,0.04106214700852109,-0.054059672129726274,0.04696403925321454,-0.0088117966812333,-0.07672387251012236,0.009057904878718565,0.0033258395387100975,0.18087633686901491,0.011539739454916698,0.015179157208876765,0.012791905490060264,-0.015476096274190117,0.005691258549081868,0.030463334356634675,0.007753665001090801,-0.024247076871202318,0.08132518296075048,0.052213500357540014,-0.016612265843938,-0.026391328490683125,-0.0007676525025776563,-0.02400833697738795,0.03153705385233667,0.2207003237901444,0.21423432888436916,-0.08538719109553691,-0.0827249923174252,-0.053399291017812774,0.013668587506177212,0.026054781023730125,0.04561987894172376,0.01734457757089547,-0.026391328490683125,-0.02400833697738795,0.030505625650057634,0.04679868117230771,0.04591282170308667,0.08445970555469338,0.04563762987898692,-0.01954996389694037,,0.22822102248297102,0.05968004328911132,0.014414346513858136,0.12444621594721131,0.21833853549695884,-0.026343114193488965,0.14737615752393043,0.14000829435807652,,0.030082241733185657
Net Value Growth Rate,0.637667628594233,0.6932350443567958,0.6509675217696284,0.32925758639202934,0.3266166529183003,0.5090408016781011,0.5820691321173864,0.5932590603657263,0.3507009308438228,0.5798278566633432,0.007383357747054095,0.07372501277975156,0.0969823164729329,-0.029671538328829242,0.27791581125716663,0.4357916530624696,0.43581338810470155,0.4355118583843047,0.6617318888833864,0.1919131461024832,0.29761786930045364,0.5845514429125463,0.675983672496086,0.47336095970358205,0.43486746574238483,0.5324545948755026,0.5311575957710563,0.500309824592428,0.15961365957829948,1.0,0.5669645526309813,0.14242462739446346,0.20285806594225375,0.22869194004562451,0.21386963467238612,-0.10665990463066566,-0.10589674831890833,0.10589674831890833,0.1700288830978969,-0.19669692552187698,-0.10116594103514612,0.585251155907079,0.6636666029894294,0.050212775188064517,0.279968343864162,0.03446098688421439,-0.03465994721945555,-0.055539019029556734,-0.0024409153474111997,0.2265540045723034,0.048388824558769465,0.4879496087577698,-0.17701481187561724,0.26024322704369846,0.2589984254932604,0.22281090748757068,0.24223676671016697,0.22310472866616335,0.18897615919378608,-0.022620347520853068,0.11443035383081954,0.0062355367130645855,0.004965319514360491,0.12219910338357576,0.2590318917312049,-0.0518200644717036,-0.08426425902737668,0.5264534367895457,0.611711379914704,-0.11253827717294618,-0.046237029411161285,-0.04406612492926584,0.18347408675046778,-0.08222490630425928,0.2878576000803599,-0.13905871243307974,0.12219910338357576,-0.0518200644717036,-0.07627663681863057,0.3053396448970806,0.2894903421219983,0.12301441088003115,0.3053743986386504,-0.20285900881503494,,0.6658168101410571,-0.09237069380511455,0.16768072113279273,0.3292505139212291,0.6903678512619731,-0.10113831017389387,0.25200091551620135,0.2083397954014066,,0.10589228223070206
Total Asset Return Growth Rate Ratio,0.4931514822315552,0.5287770380957221,0.5085118983747487,0.25281323658027416,0.250135253845018,0.3775435609950788,0.44180698555229864,0.4557666772050163,0.2753787302533794,0.43149051382851217,0.007641113958445994,0.044877580664775776,0.08968115135496156,0.0008753833163475632,0.13712867245040672,0.19243545961385172,0.1924478946157072,0.1922936217925035,0.4681422705822152,0.15506631971437285,0.1621890535815458,0.4065695446782561,0.4832889532042844,0.7026216485535427,0.7188556129644155,0.9054422758509467,0.9084607276950812,0.8549898196947731,0.08509877388944584,0.5669645526309813,1.0,0.17627436232393595,0.07262595548712679,0.09321896452956557,0.18380811114673973,-0.0160932365287635,-0.014845158257908695,0.014845158257908695,0.04233765467353572,-0.08810081220257208,-0.09348729211697097,0.40620677320948145,0.4760227864207146,0.04142471445300485,0.18987392685197904,0.10280735921477782,-0.10891300433441728,-0.03322264582182142,0.0005384053806244842,0.1728391584880247,0.017289957962428208,0.33802714417690993,-0.07869683310619603,0.11082292639206172,0.12297663972030128,0.10794496689339189,0.09494579174452814,0.08247335035842687,0.05980286631700704,0.01885193611711895,0.096516029872874,-0.01177718882574895,-0.010683722696021055,0.03747755571338474,0.1210307737317247,0.006709971447906558,-0.021389826584234755,0.3047850589185003,0.46074297266672704,-0.09388008435184014,-0.04642286245440962,-0.019240993479073046,0.046718000786199435,-0.030440502303338744,0.19223048476758803,-0.037738830560453074,0.03747755571338474,0.006709971447906558,-0.017776259035025204,0.2035094953755211,0.1901317646235738,0.12196576888475522,0.20572370063805873,-0.07262564515901436,,0.4996547662087815,-0.04202120088415397,0.07378930426564463,0.25280544295254564,0.5230595463227876,-0.014290778662563551,0.20340469362458158,0.18661137418870347,,0.014845300641230724
Cash Reinvestment %,0.36446691676279397,0.29884476815017463,0.36099045474981817,0.25341868191155853,0.25442955279439666,0.3533212762131862,0.2798577223846335,0.2743463912016581,0.007597044979296483,0.29065616509218944,-0.04148905375992416,0.05527966817397386,0.791533255461831,-0.0486855865807416,0.13710508837118326,0.1463130904201449,0.14628054487178346,0.14591357269897207,0.2713986228041696,0.8904353005808423,0.10209365703667012,0.3166991098959782,0.2578028416465085,0.11428719141787387,0.16013861910831653,0.16609542750633757,0.16366792041851627,0.1671448113287137,0.06172441021097899,0.14242462739446346,0.17627436232393595,1.0,0.10870962965229718,0.16791858033119902,0.028537645457782028,-0.14647668335797082,-0.14690483903087725,0.14690483903087725,-0.03033340379301745,-0.21438718226964842,-0.06711042944918262,0.316009799998587,0.26145741042224185,-0.134182063449095,0.11492480232129086,0.04530184767228179,-0.04575470627872609,-0.05605181473898737,-0.020897980491009965,0.05787261369683473,8.947607433944983e-05,0.26269698335188296,-0.016330468607590336,0.09171546916244935,0.11769042997211188,0.01573428974107041,0.24776880825934802,0.15656754640745318,0.2272101206600488,-0.0922247681720668,0.8263955018918903,-0.10539958833783548,-0.0753090048522068,0.0519967307296383,0.036270375506117405,-0.11169162981327405,-0.05039047627219116,0.2686129559235937,0.2204618011549668,0.06755240702432275,-0.054091491801299026,-0.07691137169940836,0.030713448461637663,-0.08836235802030826,0.27756686832160893,0.062270277982333304,0.0519967307296383,-0.11169162981327405,-0.08067428529972452,0.3045826008468748,0.2992736900945193,0.9208425018164791,0.3029536805486348,-0.10871211250077063,,0.3102170483001328,-0.014526165250262358,0.08648280687579199,0.25341164705510794,0.2793415862334975,-0.14551953624454833,0.03752605314697923,0.037722054347321864,,0.14691852197189154
Current Ratio,0.2671974218938951,0.29967139646073404,0.2698396301725913,0.37691214295998876,0.376920910244794,0.3046562705626701,0.3186198727305047,0.32128207500868994,0.19247666390015775,0.31665801428708434,-0.04387663418255153,0.06556737392751529,0.3665847285411089,-0.2495303231804323,0.08888396566436414,0.2429774193031447,0.24316403023831284,0.2431314741631633,0.2473181678188194,0.15378524890277995,-0.06366081157243848,0.23032117704811259,0.24912225806451263,0.06548953127970791,0.05864327292137915,0.07791280465782878,0.07737738336697535,0.05805978764995542,0.01955069393080193,0.20285806594225375,0.07262595548712679,0.10870962965229718,1.0,0.8701861033251751,-0.1944208480902831,-0.7090271566293178,-0.7103450928493705,0.7103450928493705,0.42872727495632434,-0.6665100775762944,-0.2031678139014346,0.22991740192106694,0.24888740227636807,-0.23590861190043438,0.08336842875822482,0.023032106650342683,-0.03615726832417963,0.03309500032272229,-0.020769092406346293,-0.1815150688070954,-0.017862008463930608,0.2535370644969061,-0.2854166111863115,0.8939015971622537,0.4594676790763426,0.4119273785708385,0.5318784192048122,0.8875226783479191,0.6874040323327847,-0.6408533289999818,0.3622502617614717,-0.16346941474032725,0.39006505171770933,0.07902865528003195,0.7226305931361593,-0.6838826566847418,-0.3649138214821567,0.3255504683867461,0.26145923529329373,0.14002633904770978,-0.002017908402486276,-0.10814806417589871,0.8721659072605988,-0.2346537867567589,0.17170743445598094,-0.2637110351604817,0.07902865528003195,-0.6838826566847418,-0.3701958748259422,0.17479689915205207,0.19916772449333792,0.2185799946667076,0.15535235519955834,-0.9999999897642006,,0.33900950040666417,-0.26044655589623805,0.4906890968988119,0.3769023151905346,0.2358390312519633,-0.7033991424707842,-0.1465626584992984,-0.19733000030482575,,0.710342821326134
Quick Ratio,0.3297211396841637,0.34109186938999825,0.3257735150354431,0.3710638895368141,0.37070419092973234,0.30662609882369674,0.35010079162917823,0.3483977717277406,0.24553271395250362,0.3456278060953545,-0.028996188821656527,0.1581854101791482,0.41631107274807816,-0.28422054049997264,0.13442365014581423,0.2894232761215471,0.2895505453549809,0.28892954303494794,0.29111365289898844,0.2285133343270218,-0.012685590138367916,0.24739447157683506,0.29689744254031325,0.07238856311374565,0.06562718272243437,0.09564845429882035,0.09451887110365921,0.07425788878076889,0.041354986282348814,0.22869194004562451,0.09321896452956557,0.16791858033119902,0.8701861033251751,1.0,-0.22233408448893882,-0.7007949620031817,-0.7021081058819185,0.7021081058819185,0.3974629392105711,-0.6974880461215218,-0.16230280740073758,0.24714363215271298,0.29663601703548415,-0.35838790285659666,0.12211214673239913,-0.12790331288015452,0.11801145875252612,-0.08969028291167803,0.01853796012595844,-0.1467650254810995,-0.0663489107463972,0.24225758754782095,-0.3270155483609664,0.7381997616050691,0.5910407216183122,0.2822661686734078,0.6185717583222601,0.9755925093441081,0.7599617925394984,-0.630795406251772,0.4142919331518899,-0.3745430338715592,0.044881433834455954,0.06859552532293073,0.553300725221706,-0.6744863188801599,-0.34351652545060934,0.36422153101013827,0.28758481151703696,0.1614130927127651,-0.05751202652720846,-0.18483631150133717,0.6989316348155291,-0.2738140404469069,0.19862137806403082,-0.23986668095467656,0.06859552532293073,-0.6744863188801599,-0.3680602445672252,0.20386014357050747,0.22595642497736887,0.2806287166315918,0.1846361663205918,-0.8701855526380875,,0.37873362462598925,-0.25682756350343483,0.5809825318579926,0.37105140530047814,0.2749673854577064,-0.6956153286336921,-0.14815569946919574,-0.2026079531428982,,0.7021021116178007
Interest Expense Ratio,0.1718395765408529,0.18495507002086234,0.18241199787086612,0.027877697957772687,0.026927934437320288,0.20676976700634025,0.19586019097928736,0.2012641780164861,0.14054387618083744,0.18613186349256108,0.025015989898752717,-0.04663348718729582,-0.035652473299238596,0.23847117139299281,0.3839218669464151,0.1366225504694602,0.13668487772044546,0.1363141624481364,0.2022303329589633,0.03524326419094538,0.18715491682303068,0.23823697599107185,0.2127005655405666,0.177274924789722,0.225166665957497,0.27371826147005573,0.27218583400989915,0.2566473096791266,0.1377640771420707,0.21386963467238612,0.18380811114673973,0.028537645457782028,-0.1944208480902831,-0.22233408448893882,1.0,0.24513918687435912,0.2458540067492831,-0.2458540067492831,-0.1161509213515065,0.31593832928017074,0.11278297396265972,0.2386300183237523,0.21118899857151435,0.18707799541594392,0.07848070929319492,-9.086035149654856e-05,-0.005038806725815156,-0.012786328212344206,-0.1071117475311521,0.1667905624900821,0.11659119857781229,0.24691719609458646,0.14977683443313053,-0.15763747504166248,-0.13616736987368513,-0.04907019704068863,-0.2118482609489555,-0.22833945680247034,-0.24733694348311625,0.16706256787222468,-0.06258618833536891,0.24615568645018845,0.010492762950401975,-0.14761757568119555,-0.0778841013935729,0.19732639687880735,0.2404513960117856,0.12898237950815783,0.24301928964515876,-0.26258243469280274,-0.021924181994402003,0.052928882139061044,-0.16464590696530235,0.12707008709356246,0.0022528147598502167,0.09106679751492182,-0.14761757568119555,0.19732639687880735,0.27395905916554564,0.00010551689376283713,-0.01783335026750273,-0.0026891588805638216,0.012963354964755855,0.19441927740556736,,0.15114162460145827,0.15017822225911429,-0.15411382530625878,0.027880018167884782,0.21523046197735116,0.2508328387996233,0.889715169628359,0.9338321255360262,,-0.24585442868302962
Total debt/Total net worth,-0.2542159714809423,-0.25196159039787086,-0.25987706682560247,-0.39381753951775983,-0.39415249733110225,-0.25391813120256385,-0.34888873070392284,-0.351974336164834,-0.2871932710600035,-0.34278105324452823,0.07560612376170335,-0.08093759650679695,-0.46641391946001604,0.2528027543134708,-0.026986470769766405,-0.2501803218703953,-0.2503575948939023,-0.24998786308886464,-0.17488627760122233,-0.19858360429674912,0.3561935096077104,-0.06991448663504199,-0.17206616143651884,0.02261953124244644,0.01603404038594403,-0.02426543931182576,-0.02380224508981258,-0.009764915131677434,-0.030902481940946337,-0.10665990463066566,-0.0160932365287635,-0.14647668335797082,-0.7090271566293178,-0.7007949620031817,0.24513918687435912,1.0,0.9987444881796239,-0.9987444881796239,-0.2669778872355306,0.8229578155830448,0.12733036962194166,-0.0691928011495936,-0.17348284062373737,0.6674664161044161,0.1948718866841525,-0.031374531595074896,0.03809989100632304,-0.02618098069517876,0.047794028346347994,0.5181730022083961,0.2338995699608126,-0.11606654106767124,0.13029648750268785,-0.48251154039244193,-0.09999641882480614,0.09152896395861133,-0.3781914942242647,-0.7016308475073842,-0.6209884153347869,0.8262654262449355,-0.4830486552843168,0.271841627549537,-0.16407469494378019,-0.11602340141908907,-0.19213474531463623,0.9099324446280314,0.3979235202208671,-0.33144504932426266,-0.2514666271821425,-0.031665102921999755,0.004226664600855358,0.09954053140626164,-0.5760508595585958,0.23246977202545746,-0.08010142276590777,0.05731450721899547,-0.11602340141908907,0.9099324446280314,0.5335577426422383,-0.0659812180639065,-0.10277536579292132,-0.2908908572384749,-0.03977804498082113,0.7090300006903988,,-0.30568185408483833,0.18285786391731473,-0.38133453531512923,-0.39380995487393844,-0.1475028849207256,0.99176332056054,0.1967254348598427,0.23630565568162426,,-0.9987442233571568
Debt ratio %,-0.25330449577489084,-0.2511058617289721,-0.2589725470039266,-0.3924595388896565,-0.39279439362409874,-0.25290418078267196,-0.347948726284618,-0.35103445689489327,-0.28800231340966664,-0.34185658963714327,0.07571422413360143,-0.08001737627857528,-0.46760833439668736,0.2536677317693034,-0.02628830354154319,-0.2491786158262791,-0.24935752957709306,-0.24898798703740138,-0.17422950013522193,-0.19818054045992942,0.357268833594325,-0.0691040955079444,-0.17138751863753215,0.0239058115094456,0.016887384525912534,-0.023577795396852126,-0.02311326066483408,-0.009451203855167012,-0.030087876236728994,-0.10589674831890833,-0.014845158257908695,-0.14690483903087725,-0.7103450928493705,-0.7021081058819185,0.2458540067492831,0.9987444881796239,1.0,-1.0,-0.2666714620241852,0.8236561447550301,0.127799858492871,-0.0683820788963487,-0.17280086319026422,0.668349669205148,0.19591210821506053,-0.030736381510836904,0.037465737141178096,-0.025320443271664102,0.04679825441151084,0.519028520637136,0.2331292666331875,-0.11498836501511543,0.12902670865874882,-0.48299695432870243,-0.0996615634951197,0.09224103471052993,-0.3773431372372249,-0.7029395493443902,-0.6219786296938109,0.8275444855289554,-0.48426390817203346,0.27260454201183065,-0.16271267204848247,-0.11718365716748542,-0.1918022057519074,0.9107772390487975,0.3986327733935293,-0.3303794060453181,-0.2504487648348304,-0.03145206917710856,0.0040134098116278005,0.09935642158615883,-0.5770958669750236,0.23182419815091468,-0.07881150186998297,0.056467317766832725,-0.11718365716748542,0.9107772390487975,0.5341500103816993,-0.06469645422314806,-0.10150308531172698,-0.2911589718060238,-0.038812713646378734,0.7103479356556328,,-0.3047978674858091,0.18421235078512224,-0.3821890882448488,-0.39245196317750713,-0.14644786624810008,0.9925986293228622,0.1974371970164264,0.2370376995926565,,-0.9999999028564657
Net worth/Assets,0.25330449577489084,0.2511058617289721,0.2589725470039266,0.3924595388896565,0.39279439362409874,0.25290418078267196,0.347948726284618,0.35103445689489327,0.28800231340966664,0.34185658963714327,-0.07571422413360143,0.08001737627857528,0.46760833439668736,-0.2536677317693034,0.02628830354154319,0.2491786158262791,0.24935752957709306,0.24898798703740138,0.17422950013522193,0.19818054045992942,-0.357268833594325,0.0691040955079444,0.17138751863753215,-0.0239058115094456,-0.016887384525912534,0.023577795396852126,0.02311326066483408,0.009451203855167012,0.030087876236728994,0.10589674831890833,0.014845158257908695,0.14690483903087725,0.7103450928493705,0.7021081058819185,-0.2458540067492831,-0.9987444881796239,-1.0,1.0,0.2666714620241852,-0.8236561447550301,-0.127799858492871,0.0683820788963487,0.17280086319026422,-0.668349669205148,-0.19591210821506053,0.030736381510836904,-0.037465737141178096,0.025320443271664102,-0.04679825441151084,-0.519028520637136,-0.2331292666331875,0.11498836501511543,-0.12902670865874882,0.48299695432870243,0.0996615634951197,-0.09224103471052993,0.3773431372372249,0.7029395493443902,0.6219786296938109,-0.8275444855289554,0.48426390817203346,-0.27260454201183065,0.16271267204848247,0.11718365716748542,0.1918022057519074,-0.9107772390487975,-0.3986327733935293,0.3303794060453181,0.2504487648348304,0.03145206917710856,-0.0040134098116278005,-0.09935642158615883,0.5770958669750236,-0.23182419815091468,0.07881150186998297,-0.056467317766832725,0.11718365716748542,-0.9107772390487975,-0.5341500103816993,0.06469645422314806,0.10150308531172698,0.2911589718060238,0.038812713646378734,-0.7103479356556328,,0.3047978674858091,-0.18421235078512224,0.3821890882448488,0.39245196317750713,0.14644786624810008,-0.9925986293228622,-0.1974371970164264,-0.2370376995926565,,0.9999999028564657
