index,ROA(C) before interest and depreciation before interest,ROA(A) before interest and % after tax,ROA(B) before interest and depreciation after tax,Operating Gross Margin,Realized Sales Gross Margin,Operating Profit Rate,Pre-tax net Interest Rate,After-tax net Interest Rate,Non-industry income and expenditure/revenue,Continuous interest rate (after tax),Operating Expense Rate,Research and development expense rate,Cash flow rate,Interest-bearing debt interest rate,Tax rate (A),Net Value Per Share (B),Net Value Per Share (A),Net Value Per Share (C),Persistent EPS in the Last Four Seasons,Cash Flow Per Share,Revenue Per Share (Yuan ¥),Operating Profit Per Share (Yuan ¥),Per Share Net profit before tax (Yuan ¥),Realized Sales Gross Profit Growth Rate,Operating Profit Growth Rate,After-tax Net Profit Growth Rate,Regular Net Profit Growth Rate,Continuous Net Profit Growth Rate,Total Asset Growth Rate,Net Value Growth Rate,Total Asset Return Growth Rate Ratio,Cash Reinvestment %,Current Ratio,Quick Ratio,Interest Expense Ratio,Total debt/Total net worth,Debt ratio %,Net worth/Assets,Long-term fund suitability ratio (A),Borrowing dependency,Contingent liabilities/Net worth,Operating profit/Paid-in capital,Net profit before tax/Paid-in capital,Inventory and accounts receivable/Net value,Total Asset Turnover,Accounts Receivable Turnover,Average Collection Days,Inventory Turnover Rate (times),Fixed Assets Turnover Frequency,Net Worth Turnover Rate (times),Revenue per person,Operating profit per person,Allocation rate per person,Working Capital to Total Assets,Quick Assets/Total Assets,Current Assets/Total Assets,Cash/Total Assets,Quick Assets/Current Liability,Cash/Current Liability,Current Liability to Assets,Operating Funds to Liability,Inventory/Working Capital,Inventory/Current Liability,Current Liabilities/Liability,Working Capital/Equity,Current Liabilities/Equity,Long-term Liability to Current Assets,Retained Earnings to Total Assets,Total income/Total expense,Total expense/Assets,Current Asset Turnover Rate,Quick Asset Turnover Rate,Working capitcal Turnover Rate,Cash Turnover Rate,Cash Flow to Sales,Fixed Assets to Assets,Current Liability to Liability,Current Liability to Equity,Equity to Long-term Liability,Cash Flow to Total Assets,Cash Flow to Liability,CFO to Assets,Cash Flow to Equity,Current Liability to Current Assets,Liability-Assets Flag,Net Income to Total Assets,Total assets to GNP price,No-credit Interval,Gross Profit to Sales,Net Income to Stockholder's Equity,Liability to Equity,Degree of Financial Leverage (DFL),Interest Coverage Ratio (Interest expense to EBIT),Net Income Flag,Equity to Liability
Operating Profit Growth Rate,0.3123453142751747,0.3173862563804964,0.31950995819983447,0.14159246369158254,0.14077441762254578,0.2642711253510277,0.24540560435816966,0.2486956108652797,0.07511487957570463,0.2501743088675378,0.0410557968074637,0.026629282326239345,0.05197215432304464,0.011360039702606175,0.08455459959979422,0.09912754914667693,0.09948248238529603,0.09939458530551373,0.26379682052295655,0.08210028611438225,0.09247045043551534,0.26652294725847525,0.2662430695981055,0.341691358291022,1.0,0.42975541567309944,0.43106399941349643,0.4868664895710999,-0.028804454002932734,0.25464366762444507,0.453665598603359,0.09256098724959559,0.0047671915488927035,0.009907185852711477,0.07908062225219786,-0.040630214267362796,-0.008493505931096082,0.008493505931096193,0.023026763047759354,-0.07798958040927483,-0.05948772191707461,0.2649447826434377,0.2514946246076953,0.030686594774204472,0.13122662799174542,0.010794921885206,-0.0846259942156816,-0.04614763946181676,-0.04453335988096531,0.09168602441687504,0.03511485299643525,0.19275882726910643,-0.020465287257782957,0.08413763875313109,0.08436326219693728,0.09170683310954234,0.06006311811700662,0.005464067002647187,-0.017539086566387366,0.010251257999837692,0.05661256380311575,0.0038983189521279707,-0.006564789739118714,0.029074808836341413,0.10077710351475659,-0.01880706919601465,0.010131452681331768,0.1931775434395917,0.2237918823798267,-0.1002264794129534,-0.01655487750674872,-0.009386144973525868,-0.0035756868290686304,-0.003036590256997111,0.09383242540688169,-0.03277063467046678,0.029074808836341413,-0.01880706919601465,-0.01539740941675915,0.12851112665999107,0.07622568501458363,0.08056057731887302,0.1425736944989929,-0.08203514959214579,,0.30420159131688973,-0.017083936889601022,-0.009622202048003878,0.1415948960853602,0.3131675711052068,-0.03280919661629159,0.02274862388412919,0.07679151420578732,,-0.026966299834900165
After-tax Net Profit Growth Rate,0.3536477212156686,0.38165004041338674,0.3670250009553696,0.1481719107183918,0.14697526478146827,0.25971939917483544,0.34404685640977917,0.3494412909067,0.25890880781537856,0.3322593234744911,0.03158512211500726,0.04110930373046637,0.0986986648424611,0.017377600256978838,0.13945398967421122,0.15876783747618903,0.15892806875673288,0.1588452405768929,0.30954992429392,0.10955424299876382,0.07854279717643244,0.2477242869275258,0.31701183849488584,0.2215837465102098,0.42975541567309944,1.0,0.9898977535450548,0.8157991896647445,0.015141016230847645,0.2260609927126317,0.4414791198350785,0.10149900266618675,0.020249216400962396,0.034786059690766494,0.11134448757354477,-0.11724587649771866,-0.07244514464120631,0.0724451446412064,0.01277729962393274,-0.13723218498938483,-0.056872150943176526,0.24639018470524796,0.3071949595082468,-0.02838455708334148,0.10215655875350478,0.0012972232007325449,-0.0654680754155506,-0.0408982766018494,-0.03390779686417542,0.05865644066980484,0.021794221961500205,0.19000460304191635,-0.05465900242069004,0.0886307648643691,0.06723170485997536,0.052222031085655915,0.05595921357235039,0.026962607650442113,-0.007967203095050043,-0.05122456913404799,0.0971294808401588,0.0025148732792934897,-0.01039558026298624,0.012341357045001064,0.10013211412809228,-0.08767999117493396,0.0007471115478288774,0.27277159164110487,0.2742557163020874,-0.16017436735998547,-0.007643998613686879,0.0073493353217493175,0.0143663195987924,0.0054252887576315585,0.09083824961574039,-0.03188171373378714,0.012341357045001064,-0.08767999117493396,-0.06107043296684565,0.0988786387297527,0.06352484072800232,0.11428103260630962,0.1061415460734121,-0.11352390804536877,,0.38684852896040783,-0.009245409418475995,0.03690231147659265,0.14817251478585747,0.3918483598754197,-0.10488420351638261,0.057886180335076975,0.10469410381318242,,0.003540457254856349
Regular Net Profit Growth Rate,0.35467233797495845,0.38431922140550245,0.36796884377739464,0.14592375968381116,0.14473976458764762,0.2610405953350514,0.346274509955595,0.3512757427945966,0.26091038124632854,0.3337743477469965,0.03665446439739146,0.040573770018107476,0.09802478433825532,0.01745938451901103,0.13970672332832515,0.15692632539734674,0.15704148576581475,0.15695919065610328,0.31065314592516363,0.10961501845577763,0.07816631463011753,0.24772743538355896,0.3189528705565126,0.22051187583839382,0.43106399941349643,0.9898977535450548,1.0,0.8219208870830614,0.014652608514314951,0.22614139697764987,0.4449857755544455,0.10208468661363038,0.0203816079076462,0.03513503205649079,0.10926794460032417,-0.11765539529291241,-0.07264112075862678,0.0726411207586269,0.013195549314741411,-0.13841910666759452,-0.04809714209763556,0.24640959633382434,0.3089798923924579,-0.029122775651407487,0.10231252450700304,0.0001724371501892463,-0.06734523193028799,-0.03952871994773159,-0.028531467791151236,0.05862711468529953,0.022556744148198637,0.19005403885557084,-0.05678868993046093,0.08757386219348139,0.06592257617487375,0.0505862992757368,0.054858148432330146,0.027127531719124166,-0.0076812289324145805,-0.052117450604836295,0.09646021771516215,0.0004523617432513521,-0.010503523582634837,0.011178426516670696,0.09812116108899407,-0.08829650838840343,-0.0006527499645162015,0.2729547416989881,0.2738252708600792,-0.163569627159315,-0.0035994077279074247,0.008064863649019934,0.01550905604102347,0.004003132486200767,0.0935465440995814,-0.033686104174368,0.011178426516670696,-0.08829650838840343,-0.05969224987101141,0.10064139814598912,0.06584645593510802,0.11430562078318078,0.10726358403354376,-0.1109750585952903,,0.388714582417371,-0.007831525051732059,0.03202418232400975,0.14592455246725472,0.3939347940213276,-0.10513224572615508,0.05817357042049871,0.10257079143836399,,0.0039867647031868285
Continuous Net Profit Growth Rate,0.38544835636468905,0.39482507446663234,0.3993367368484876,0.14800039271264231,0.146795989920091,0.27435901952939706,0.3472874615459009,0.3535227126301525,0.23328711705188868,0.3612103394665138,0.04930885400364613,0.03744161011210221,0.08008229566737622,0.01896915208871905,0.13992283331779304,0.16227158107716458,0.16268835935030895,0.1624111429201846,0.33380264320699216,0.11293742641892307,0.08826606585823488,0.2658864962815086,0.328250953178835,0.24595742520047198,0.4868664895710999,0.8157991896647445,0.8219208870830614,1.0,-0.0013037525211606967,0.24535666917185123,0.4770057186611472,0.09958632543546993,0.01682602113339256,0.02749592153699484,0.107264462139641,-0.09858001850604418,-0.055941969169336844,0.055941969169336955,0.006423219990515938,-0.12179735012973966,-0.054099050126212425,0.26442316822950507,0.3167490695536124,-0.011767086358489859,0.111584982716968,0.025095506293748262,-0.09616360662628058,-0.032537344787204166,-0.02012965664408763,0.0669723523295441,0.027250021496242317,0.20099520792827857,-0.03367969581287039,0.0855356190559214,0.058553363549540535,0.058428984643848325,0.058551659801709774,0.018881395696018915,0.0029595306670394087,-0.03831513344857001,0.08116766843770867,0.015586672301273762,-0.02481208848833512,0.017734858640371005,0.09634235125568921,-0.07011773031118791,-0.00574744260652445,0.2759735275800754,0.2797535241463119,-0.17696201293142413,0.0069346560994662625,0.018885617803353377,0.009444073987941302,0.0033984622427608397,0.0928026594633325,-0.028469760468473607,0.017734858640371005,-0.07011773031118791,-0.0463594801410871,0.11387260933943351,0.0662435392374128,0.11000659294000284,0.12861962209715194,-0.09644632535780233,,0.3969373015169442,0.0062992209658914115,0.03445386132810449,0.14800027818939904,0.3982096625246305,-0.0847216880301178,0.0563128996932453,0.09976722760936978,,0.001083396835213172
Total Asset Growth Rate,0.024115177196744577,0.03420413607809825,0.02647671220865353,0.013205238517945687,0.014063203536030591,0.09448766641328385,0.10043941401355357,0.0969075011254711,0.04570823876952756,0.08928397119983116,0.02296570949155324,0.029107351909921794,0.08898350485445142,-0.022097064461798793,0.06778802911792303,-0.0015312354908566803,-0.0014463471987462783,-0.0011278331381705167,-0.025304124365337795,0.08239598346459923,-0.0781579033657007,-0.035443391537814325,-0.03018931504820928,-0.10706372770988772,-0.028804454002932734,0.015141016230847645,0.014652608514314951,-0.0013037525211606967,1.0,-0.3065470337176996,-0.14841976228989512,0.10269832335596626,-0.03407396141019883,-0.02855252971417476,0.05136563106892602,-0.08978364826496898,-0.04908211716085683,0.0490821171608569,-0.08241324280362217,-0.048335419042870816,0.01880072277311874,-0.03280506407869113,-0.009423084517256389,-0.07065479262196599,-0.08339405542304565,-0.05578948491543223,0.026155586927631622,0.02182692312190138,-0.004590913001422067,-0.09964621322180774,-0.028201677741057755,0.009337650750047175,0.013861573587825554,-0.03859414072825586,-0.07164904151324862,-0.08686220373041721,-0.06331855704945656,-0.03132112397552902,-0.029543678239047005,-0.06960362384696149,0.08409913911485109,0.006136210357557787,-0.022481472623554585,-0.041024316987383604,-0.05139786134270361,-0.0947761441693103,-0.0008617753806330988,0.10065337477319282,0.012594858340667356,-0.06465709087456685,-0.0032321630340556365,0.016446400201431635,-0.0569976935257785,0.05788957352232603,-0.08550770866222175,0.03625288504040377,-0.041024316987383604,-0.0947761441693103,0.0019896261677092215,-0.10624963894234066,-0.08301488614292286,0.11973269853682064,-0.10367862398039322,-0.011651390580981663,,0.07346887885398364,0.03629368917404849,-0.027458948228406978,0.01321013716616965,0.06346329351544666,-0.08193083795364219,0.03555331621994966,0.0499303598212481,,-0.0033816019750286474
Net Value Growth Rate,0.41863601699760417,0.43543766681759716,0.4256899783838077,0.195831349461138,0.19391573146191854,0.15772398904049098,0.2177500132594605,0.22835633179822007,0.19877980233951154,0.2245309606670722,0.014363576167445224,0.009311802583774596,-0.0156356671230776,0.05348773956462421,0.05772446478225175,0.2915271505484439,0.29180146170372523,0.29190250906670195,0.4450038697383864,0.09130436241202698,0.1920192569941782,0.3916792962754064,0.4754041009029627,0.25201910699166513,0.25464366762444507,0.2260609927126317,0.22614139697764987,0.24535666917185123,-0.3065470337176996,1.0,0.5225312515047568,0.026147819382816972,0.1000368829763903,0.10747207016838095,-0.005898736356219815,-0.0992821852610204,-0.09070114247939363,0.09070114247939381,0.0906616100184343,-0.17789978636123585,-0.10240635512399564,0.38661763004007277,0.4285247625582466,0.00454592484121,0.2170044932927581,0.05246781632641394,-0.062447647691610306,-0.034693505782698496,-0.08294749807694156,0.1725423534492691,0.009982805413316547,0.19208753608573903,-0.10539995079241597,0.22705220055151998,0.23690072994953748,0.2098190492712304,0.23018639206167937,0.11543872021025202,0.06240247460327934,-0.015277978431679308,0.0043563254638883915,-0.017056143017271964,0.015655035932968596,0.12322986093604583,0.2253923766020467,-0.05756643667035798,0.003970174041253496,0.25808863927477227,0.3277580175508783,-0.06557237949417967,-0.0421838414239945,-0.07567028370350144,0.15391901227483423,-0.07962682719454012,0.294068504191622,-0.10993798422615757,0.12322986093604583,-0.05756643667035798,-0.11445281371150584,0.3732154201299222,0.29066080652738036,0.0018794185750927292,0.37341104809281206,-0.16985546191860798,,0.39899508998114264,-0.06352492702345247,0.07049503298379053,0.19583332020127647,0.4067527102257887,-0.09905864475729736,-0.023228212922987972,0.0205175485078407,,0.042293632305643605
Total Asset Return Growth Rate Ratio,0.543336836914265,0.5691320685566433,0.5566182480526796,0.22828019064552868,0.22658864616759372,0.31153651312971486,0.38657475511807404,0.39437844255251103,0.28382611296512805,0.37401688094459296,0.026517968146230465,0.02510073454243792,0.07724592197178223,0.030639103599665277,0.03897661616807666,0.19015381012602706,0.19005449594222865,0.1899538847814798,0.49344923476952746,0.178362772086123,0.1355076123815093,0.42531528646627675,0.5122906900968589,0.444599044428497,0.453665598603359,0.4414791198350785,0.4449857755544455,0.4770057186611472,-0.14841976228989512,0.5225312515047568,1.0,0.1705658293488956,0.023347424359036865,0.040166264795954,0.03614563145245124,-0.07237869175459201,-0.04207188399284572,0.042071883992845775,0.0429477173987474,-0.1368329892025725,-0.10068518690802673,0.42212489313954926,0.48823563439811085,0.003802312596865935,0.19293427380818734,0.03704633841670393,-0.15263889288145596,-0.0365847527783367,-0.055338681155999866,0.12280801360856035,0.018174256383576042,0.24500199639580003,-0.05997174827792298,0.1370174650223629,0.14460007220256205,0.1307233489503655,0.1358990849386869,0.03355885081861503,0.009726371210094802,-0.0027726126274172274,0.0963771504308569,-0.004183688970032916,0.031893943641520824,0.06570525767011824,0.1421942827827681,-0.04044690184279118,0.007335274198347938,0.2560475248959813,0.3872730636941292,-0.10877404652488436,-0.0035523192901859785,-0.013898728594622328,0.010292117042843833,-0.03576040864228117,0.18150422588181012,-0.05761931167505013,0.06570525767011824,-0.04044690184279118,-0.06222814776989852,0.2626572497291776,0.19040217794183256,0.13692588203559894,0.2636737383051789,-0.0990193807656425,,0.5262164999208261,-0.016946906911126207,0.021359760851557837,0.22828026579880445,0.4997632066027522,-0.06450976723801616,0.025837054936121505,0.04666830742078727,,-0.018173491696081505
Cash Reinvestment %,0.3531839618157328,0.31538954033268607,0.3507669697877556,0.19466825659874934,0.19514337822178163,0.29959520783027005,0.24490509030239788,0.23853683717277113,0.0118028715863413,0.24683339233578644,-0.013692320533661763,0.04751914560631263,0.5860120074398646,-0.021404608715239342,0.08848150776265427,0.12254670396922487,0.1227514938922516,0.1228481778100207,0.2451710509117938,0.8417994115540448,0.03071213605373977,0.27136965729992685,0.23808685602356067,-0.027679884727950573,0.09256098724959559,0.10149900266618675,0.10208468661363038,0.09958632543546993,0.10269832335596626,0.026147819382816972,0.1705658293488956,1.0,0.05436601573950872,0.0905904041451273,0.009454838567143457,-0.1973737727550491,-0.1688267716420294,0.1688267716420293,-0.03435293741100798,-0.2656934236112596,-0.034705156765964466,0.26978386598960136,0.2361616617639097,-0.25111140489105155,0.045720230789111624,-0.027783909785477044,-0.03658449977940688,-0.023330205089562,0.012248451854350518,-0.027524670445761932,-0.06795979205874988,0.09039538872035122,-0.018643752227225537,0.07557567593880873,0.0981768375440508,-0.039111737376098105,0.2318743255258597,0.07625651883773935,0.08284480339895617,-0.15444342406498585,0.6228786490049922,-0.07321949834071045,0.023557010192224375,0.011132232056226335,0.005229796911673224,-0.19459900352526127,0.014610020654137497,0.2657742311504792,0.13872089897345316,0.0032926620043651324,0.02806072360417995,-0.051197576904387095,-0.04959070651283468,-0.035393884524470676,0.19633108039032324,0.06618599058490368,0.011132232056226335,-0.19459900352526127,-0.06862283969247988,0.3000321536953789,0.2287120299442361,0.8977764644336497,0.3188266073719528,-0.08338928978138155,,0.30711600430127645,-0.02326231832314515,0.06458177022401332,0.19466976759337337,0.2717444355022722,-0.19613071906240492,-0.017672318967515088,0.011840436805705247,,0.06538364538246035
Current Ratio,0.13182502827318168,0.1503373142261812,0.13476202868034187,0.37730734739245153,0.3774633942871662,0.06829758936439442,0.09426167649964391,0.09220391091233415,0.1043551606361302,0.0884794456077124,-0.12114589117850103,-0.048001059210203305,0.38797544984121535,0.05096794853260857,-0.025077389183511198,0.14035231538930779,0.14064972902719708,0.1404066272326335,0.12857294327017138,0.08915190589789651,-0.15219823212727027,0.11429426447086766,0.12110086196005172,0.019958226750872488,0.0047671915488927035,0.020249216400962396,0.0203816079076462,0.01682602113339256,-0.03407396141019883,0.1000368829763903,0.023347424359036865,0.05436601573950872,1.0,0.9407910647623603,-0.102561796516912,-0.44749991275395773,-0.6400552535563121,0.6400552535563124,0.22240717947409552,-0.4090355283895904,-0.17028050099021277,0.11376613579736532,0.12295698091399924,-0.2769892061102884,-0.09742495260526628,-0.014597324457963606,-0.06642143499326066,0.04261409572265307,-0.05844873565178692,-0.21922790329914077,-0.07831653104325613,0.07527895016089065,-0.10336110927140672,0.7188655926043148,0.3822809067874286,0.29537876711869804,0.5341055813792194,0.9535750519380392,0.658603699124918,-0.5600934755383105,0.3700887308247254,-0.105755519689314,-0.0037100383672848346,0.023606139618568597,0.48654574227424885,-0.42375751217417246,0.00898739437039386,0.1336687665295762,0.12272684929528875,0.10410435119122115,-0.16971705629911496,-0.21960325578637693,0.6772648151331777,-0.196952508772121,0.13723320250231302,-0.20167665756942532,0.023606139618568597,-0.42375751217417246,-0.24996675624778403,0.14971808400547534,0.22180192043759167,0.13083069483603793,0.111111352966798,-0.6698558700234107,,0.1678801884808878,-0.08589926612076693,0.1936934463490386,0.3773074144014762,0.123362075455255,-0.4581673204383571,-0.10711918014875081,-0.07093971660204113,,0.8165642710635961
Quick Ratio,0.1653426634682987,0.1728034001636859,0.1646740952362126,0.4006717962943705,0.4007310564062999,0.08536360708097547,0.11335926362612615,0.10985090933997535,0.12444430425077008,0.10888762059854365,-0.11582478872077515,-0.019413957687751178,0.41735006316966045,0.0481374963776641,-0.005880911457239551,0.1684328902344397,0.16865067362971214,0.16831706155828127,0.15335228556036312,0.13352437126952846,-0.13815938389230845,0.12744276763647308,0.1486345921605381,0.01758939802775188,0.009907185852711477,0.034786059690766494,0.03513503205649079,0.02749592153699484,-0.02855252971417476,0.10747207016838095,0.040166264795954,0.0905904041451273,0.9407910647623603,1.0,-0.10096145456796421,-0.4278738168798209,-0.6156014403962136,0.6156014403962144,0.2153358394012936,-0.4007111769471432,-0.15118796884241914,0.1271122309012161,0.15018997963875794,-0.3220595388493871,-0.09704105443050219,-0.05622280218270589,0.0015012759380808607,-0.03240735651490981,-0.039047552842092714,-0.20939840766530418,-0.0911712467921031,0.06724408896935469,-0.11387439765802315,0.6344069334020463,0.4410622958957336,0.2306661125233555,0.5693412510137157,0.9653989998252009,0.6952738862515647,-0.5363894204182762,0.39869523021236436,-0.13098806251313558,0.02322125977172524,0.027031783160600006,0.4066618757792236,-0.4046714885866326,0.00504078977550495,0.15330925357925654,0.14313482038362688,0.098562868417314,-0.1553623589550498,-0.2530964873846801,0.6067848599944307,-0.21452675475954872,0.16108426209463428,-0.18455401533554863,0.027031783160600006,-0.4046714885866326,-0.24534883650561357,0.17697298211150855,0.2457572854339769,0.17099300601225528,0.1357891291872209,-0.6020230029134228,,0.18812549528478384,-0.07405570219609185,0.19779093975601234,0.40066975020164236,0.13572892858402755,-0.4387121556309978,-0.09932399924951418,-0.06684249213293034,,0.7930280522551157
Interest Expense Ratio,0.022898472946518224,0.04761075057187592,0.032911063069738726,-0.0015628625126073445,-0.0024978048582558147,0.08486872609190312,0.09167792327583883,0.0996084314796584,0.03793302423510988,0.09089998302382983,0.059324808146247326,-0.05533332348240691,-0.029793864724649913,-0.031253021515588286,0.22583278927007877,-0.014987465898469084,-0.0146318067835189,-0.0146964885590836,0.008353005098875025,-0.014303125097775152,0.029285020625806145,0.008390802948839076,0.007757768600652799,0.061826650406458385,0.07908062225219786,0.11134448757354477,0.10926794460032417,0.107264462139641,0.05136563106892602,-0.005898736356219815,0.03614563145245124,0.009454838567143457,-0.102561796516912,-0.10096145456796421,1.0,0.09092825745474575,0.1260095364363909,-0.1260095364363906,-0.034106530089225026,0.13568204050176214,0.06072515150119502,0.008377323930312017,0.0061110051379851685,0.07434049886197795,-0.004615041100529087,0.027688493157008335,-0.013866370610797568,-0.011448722967666372,0.023913853632922782,0.04166813016191402,0.06903917187565506,0.0793858167685174,0.0992945770339884,-0.10298766055008261,-0.08779884376487143,-0.03361509312461675,-0.10524052915581253,-0.10511223781336863,-0.04786384493784662,0.08876181988812025,-0.04467476651817826,0.08045088792632521,-0.03131821074410619,-0.04792334131378783,-0.061273616335732944,0.08309421451615391,-0.01962745109994967,0.04526658411510873,0.021256914137641744,-0.09907436233613426,0.05650091252630686,0.03731596406243887,-0.08440729300229806,0.03491615709192487,-0.009700382709839795,0.053597692275563505,-0.04792334131378783,0.08309421451615391,0.09274758668172427,-0.02220807116843375,-0.025339096765160878,-0.009965596810958996,-0.01028961834549249,0.0961876207959412,,0.04963624131390434,0.02651625822383468,-0.05172331338352214,-0.0015562431477060316,0.10037504407046074,0.09679828272599364,0.4474424505696667,0.7107570212712054,,-0.10306854815850655
Total debt/Total net worth,-0.2949198533658869,-0.29541807267141634,-0.3006209320748851,-0.3019721411351538,-0.3020622673099631,-0.1574356144906448,-0.2302644171997082,-0.22968812595011584,-0.2320088066537879,-0.22303755316932475,0.10879897509630573,-0.0684137059200794,-0.31958721838673515,-0.051116922251483184,-0.04625278070004571,-0.2685208469532201,-0.2698486010864884,-0.26977011622840125,-0.2299882120543433,-0.21249768333190336,0.344121602744878,-0.11606558229126131,-0.2261021297756695,0.0013484455214098552,-0.040630214267362796,-0.11724587649771866,-0.11765539529291241,-0.09858001850604418,-0.08978364826496898,-0.0992821852610204,-0.07237869175459201,-0.1973737727550491,-0.44749991275395773,-0.4278738168798209,0.09092825745474575,1.0,0.8949806884757145,-0.8949806884757148,-0.0703671071113952,0.8578014573622531,0.11345393644579603,-0.11518855845900627,-0.22144252578713725,0.72469727045096,0.20746043376012138,0.11565583662612179,0.005729508725892407,-0.04162850063458458,-0.012226571710021068,0.5282689101820769,0.23453069954266528,-0.04780905866081403,0.14342547799289973,-0.4439850407380489,-0.03911570101591329,0.13741187579685174,-0.2819276298301106,-0.42621771436059175,-0.2354446219190984,0.7864163075546818,-0.32712293315621854,0.10484942986278815,0.022166230669715733,-0.010566525336517826,-0.23918830012235043,0.9230214575252493,0.0003454832295631677,-0.3251352922442053,-0.24649813655742223,0.05381326462143484,0.11204872795111008,0.17399722553533611,-0.352751620631826,0.10545582748893288,-0.06271487897661679,0.032380609161787144,-0.010566525336517826,0.9230214575252493,0.4772891934779375,-0.06580034292916637,-0.09553972475324124,-0.2761242138212335,-0.04178914015896809,0.5483251338786527,,-0.3341662761614822,0.06248862523072738,-0.17619353495743184,-0.30197590025183507,-0.3394417606437901,0.9798019089734522,0.10101472441124767,0.04635622227775705,,-0.5481616897906207
Debt ratio %,-0.26470364218834413,-0.26128126123725326,-0.26879248068359984,-0.37108920852286353,-0.37143951678808107,-0.12100948226421299,-0.19888059406988165,-0.1973937610008712,-0.23751629573305005,-0.19200580149724567,0.15074102701154823,-0.04392010273061942,-0.41660652637598056,-0.07558073461860745,-0.006460479734143993,-0.25653270372919723,-0.2572977756900344,-0.2571292429499751,-0.1999385166942115,-0.20375651319057905,0.3636165900604696,-0.09135473817579007,-0.19138700782501436,0.012836609934886103,-0.008493505931096082,-0.07244514464120631,-0.07264112075862678,-0.055941969169336844,-0.04908211716085683,-0.09070114247939363,-0.04207188399284572,-0.1688267716420294,-0.6400552535563121,-0.6156014403962136,0.1260095364363909,0.8949806884757145,1.0,-1.0,-0.11228335708462174,0.7869912569514278,0.12632152033292307,-0.0903031656430737,-0.19103244662946828,0.6811744984800308,0.24625034868773693,0.06664971440914796,0.027994247319124928,-0.03562756617405052,-0.0050921654902700625,0.5084650553537563,0.24383773574207848,-0.036484425452338314,0.13805200198996692,-0.5175270226902131,-0.09627200224948544,0.10409220065947951,-0.3805775886490856,-0.6197161051336175,-0.3771400263613356,0.8388066613293497,-0.43713977640365553,0.13507059427904763,0.004611319949443166,-0.09235455813926692,-0.2405409348896773,0.8214698420850638,-0.02104907444699243,-0.28320215854158315,-0.24805582429206072,-0.0033741138918877154,0.13721762184876476,0.21336852234397968,-0.4584074979612029,0.1579389549282394,-0.06619278634534775,0.06553795747383666,-0.09235455813926692,0.8214698420850638,0.5178176399113094,-0.07297922334199763,-0.12503001274904307,-0.2808034061406169,-0.0370376952036509,0.6133275686449471,,-0.2988942032471057,0.07742928648290626,-0.19940696848139608,-0.37109020427116496,-0.2500481227581452,0.8991050665002577,0.13425539154004396,0.07946683496433422,,-0.7849757482368278
Net worth/Assets,0.2647036421883443,0.26128126123725337,0.26879248068359995,0.37108920852286403,0.3714395167880812,0.12100948226421311,0.1988805940698819,0.1973937610008716,0.23751629573305014,0.19200580149724578,-0.15074102701154823,0.043920102730619304,0.41660652637598083,0.07558073461860733,0.0064604797341440545,0.25653270372919756,0.2572977756900348,0.2571292429499753,0.1999385166942115,0.20375651319057939,-0.36361659006046987,0.09135473817579015,0.1913870078250144,-0.012836609934886042,0.008493505931096193,0.0724451446412064,0.0726411207586269,0.055941969169336955,0.0490821171608569,0.09070114247939381,0.042071883992845775,0.1688267716420293,0.6400552535563124,0.6156014403962144,-0.1260095364363906,-0.8949806884757148,-1.0,1.0,0.11228335708462185,-0.786991256951428,-0.12632152033292335,0.09030316564307375,0.19103244662946836,-0.6811744984800309,-0.24625034868773704,-0.06664971440914819,-0.027994247319124883,0.03562756617405063,0.005092165490270166,-0.5084650553537563,-0.2438377357420783,0.03648442545233832,-0.13805200198996712,0.5175270226902133,0.09627200224948544,-0.1040922006594794,0.3805775886490857,0.619716105133618,0.3771400263613359,-0.8388066613293502,0.4371397764036558,-0.1350705942790477,-0.0046113199494432315,0.09235455813926721,0.24054093488967754,-0.8214698420850637,0.021049074446992475,0.28320215854158326,0.24805582429206072,0.0033741138918877427,-0.13721762184876493,-0.2133685223439795,0.45840749796120284,-0.15793895492823967,0.06619278634534781,-0.06553795747383674,0.09235455813926721,-0.8214698420850637,-0.5178176399113098,0.07297922334199758,0.1250300127490431,0.28080340614061705,0.03703769520365095,-0.6133275686449469,,0.29889420324710586,-0.07742928648290646,0.1994069684813961,0.3710902042711658,0.2500481227581459,-0.899105066500258,-0.1342553915400442,-0.07946683496433415,,0.7849757482368286
